ArticleId,Text,Category
230,france v wales (sat) stade de france  paris  saturday  26 february  1600 gmt  bbc1  radio 4 lw and this website  france may have beaten scotland and england but they were tedious and uninspired throughout both matches. wales  on the other hand  have played some fine rugby and have made their best start since they last won the title in 1994. they also have a good record at the stade de france  having won their first two games there  in 1999 and 2001. wales have made two changes from the team that thrashed italy 38-8 in rome.  kevin morgan takes over from his injured newport-gwent dragons colleague hal luscombe on the right wing. in the pack neath-swansea ospreys forward ryan jones bas been brought on the blind-side flank to beef up the wales back row in place of jonathan thomas. wales coach mike ruddock is determined that his team will not go into their shells after their promising start to the championship.  graham henry (former wales coach) said a couple of years ago that we should  be bold  when going to france  and he was proved right   said ruddock.  that is a great way to approach the game  and something we will further endorse with the players this week.   despite their stuttering displays in their first two games defending champions france are also unbeaten. under-pressure coach bernard laporte has made four changes  with yannick nyanga  the debutant julien laharrague  aurelien rougerie and yannick jauzion coming into the side. france have been criticised for the absence of traditional  french flair  as they have ground their way to victory so far this year but captain fabien pelous sees hope on the horizon.  i get the impression we are getting better   he said.  against wales  which is different from the teams we have beaten  i hope we can show our proper game.   j laharrague; a rougerie  y jauzion  d traille  c dominici; y delaigue  d yachvili; s marconnet  s bruno  n mas; f pelous (capt)  j thion; s betsen  y nyanga  j bonnaire (bourgoin).  w servat  o milloud  g lamboley  i harinordoquy  p mignoni  f michalak  j-p grandclaude.  g thomas (capt); k morgan  t shanklin  g henson  s williams; s jones  d peel; g jenkins  m davies  a jones; b cockbain  r sidoli; r jones  m williams  m owen.  r mcbryde  j yapp  j thomas  r sowden-taylor  g cooper  c sweeney  r williams.,sport
231,tv show unites angolan families angolan families who are attempting to track each other down  after being separated by nearly 30 years of war  are succeeding thanks to a hugely popular tv show.  meeting point has become one of tv angola s most watched programmes  and has reunited hundreds of families. it runs daily  not only on the television but also on the radio. every friday  hundreds of people gather in luanda s independence square to record a message in front of the tv cameras  in the hope that a lost relative will see it. many relatives have been reunited on air.  at the beginning there was an absolute explosion - huge  huge crowds   sergio gera  the programme s chief co-ordinator  told bbc world service s assignment programme.  now things are a little calmer  there are slightly less people - but  after two and a half years of broadcasting  there are still a lot of people going.   the media in the southern african country  twice the size of france  has been gripped by the quest of so many people to find their relatives. hundreds of thousands of people died in angola s 30-year civil war  which finally ended in 2002  and tens of thousands of people are still missing. many have not heard anything for 10 or more years - in all  90% of angolan families have lost someone.  the idea of recording in independence square was modelled on a square in the argentine capital buenos aries  where mothers go to talk about the dead and the missing  and to exchange news. one woman  victoria lapete  found her sister - the only remaining member of her family - in independence square live on meeting point. she had not seen her sibling for 28 years.  when we saw each other  we threw ourselves into each other s arms   she told assignment.  we started to cry. i felt very  very happy  because i d spent so long without any family. suddenly i had a sister again.  however  angola is one of the poorest countries in africa  and the number of people with access to either a television or radio is comparatively few. this means that elsewhere in the country  the task of reuniting families lies primarily with the international committee of the red cross (icrc). in the city of wambo  the icrc runs the gazetta - a 200-page  tabloid-size book which contains 13 000 names of missing or displaced.  their task is made much harder by the huge number of landmines dotted around the country.  it s very difficult - there are many displaced   stated joaquim sahundi  head of tracing in wambo.   as they try to go back [home]  others are trying to relocate their relatives. many people are getting injured because of that - in the villages  in the bush  there has been no clearance of mines.  when people are crossing these areas  they step on mines.  the icrc also uses the media where it can  running four daily broadcasts of their lists of the missing on radio angola. meanwhile  there remain massive challenges to angolan families even once they are reunited.  the programme of family reunification is extremely important  but for these families to remain reunified  there has to be social integration  job access  education  healthcare   said rafael marques of the pro-democracy george soros foundation for southern africa.  essentially the government is waiting for the international community to pay for the reconstruction - that s why it has been persistently calling for a donor s conference. that is just a way of detaching itself from its political responsibilities.,entertainment
232,mrs howard gets key election role michael howard s ex-model wife  sandra  is to play a leading role in the conservative election campaign.  mrs howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss-crossing the country. mr howard will host a news conference at the party s london hq every morning  tory co-chairman liam fox said.  we want michael to be as accessible as possible   mr fox said  adding that the party was not afraid of scrutiny.  the tory leader wanted to meet as many ordinary members of the public  mr fox said. tony blair has also said he is intending to get out and talk to as many people as possible during the election campaign. but labour campaign chiefs say there are no plans for mr blair to hold a daily news conference.  mr fox responded by accusing the prime minister of  hiding away from the scrutiny of london s media . the liberal democrats also say they are planning to hold daily news conferences with charles kennedy. on mrs howard s role  mr fox said:  sandra has already been campaigning with michael on a number of visits and has been undertaking short visits herself.  that pattern will continue. it s worked very well up until now.  mrs howard made her debut speech at the conservative party conference in bournemouth last october. she used her speech on the fringe to highlight the work of a drugs charity  addaction  which she supports. mrs howard has also appeared along side her husband on tv chat shows. during an interview on itv1 s this morning she said she often criticised her husband for not showing the side of him that she knows.,politics
233,reyes tricked into real admission jose antonio reyes has added to speculation linking him with a move from arsenal to real madrid after falling victim to a radio prank.  the spaniard believed he was talking to real madrid sporting director emilio butragueno when he allegedly berated his team-mates as  bad people .  i wish i was playing for real madrid   the 21-year-old told cadena cope.  hopefully it could happen. i love the way madrid play. i m not happy with the way things are.  the striker joined the gunners from seville for £17m at the start of 2004  but it has frequently been reported that he is homesick. he began the season in superb form but has struggled to maintain his high standards as arsenal have gradually lost the premiership initiative to manchester united and chelsea.  if i m not (playing for real) i m going to have to carry on playing with some bad people   he added.   i m sure there are none in the real dressing room.  i m happy madrid is interested in me because it has always been my dream since i was little to play there.  before the story surfaced  reyes had moved to play down reports linking him with the spanish giants  issuing a statement through arsenal describing the speculation as  flattering .  i have seen the stories in the media linking me with real madrid   he had said on thursday lunchtime.  but not only am i under contract at arsenal  i am happy here and committed to helping the team win more trophies.  butragueno  meanwhile  was angry at being impersonated by the radio disc jockey.  it is a disgrace  there is no foundation to this   he said.  he is an arsenal player and we have to be respectful. we have to be careful because of the rumours that appear in the news.,sport
234,comic morris returns with sitcom comedian chris morris  who created controversial tv show brass eye  is to return to screens with a new sitcom about a spoof london media worker.  morris will direct and co-write nathan barley - a character from cult website tv go home - for channel 4. it is a send-up of the stereotypical  cool  metropolitan media scene  with nicholas burns in the title role. a brass eye satire of the media handling of paedophilia sparked 2 500 complaints in 2001.  nathan barley will be  a character-driven comedy   according to charlie brooker  who created tv go home in 1999 and has co-written the series. barley is described as a  webmaster  guerrilla film-maker  screenwriter  dj and in his own words  a  self-facilitating media node . the story will also feature dan ashcroft  a style magazine columnist  and his sister claire  a film-maker who hates the  cool  scene. as well as brass eye  morris was behind another news show satire  the day today  and dark sketch comedy jam. the new show is expected to begin in february.,entertainment
236,consumer spending lifts us growth us economic growth accelerated in the third quarter  helped by strong consumer spending  official figures have shown.  the economy expanded at an annual rate of 3.7% in the july to september period  the commerce department said. the figure marked an increase on the 3.3% growth recorded in the second quarter  but fell short of the 4.2% rate pencilled in by forecasters. the increase reflected the biggest jump in consumer spending in a year.  it was a little softer than the consensus  but not a real surprise   said gary thayer  an economist at ag edwards & sons. friday s growth estimate is one of the last significant pieces of economic data before the 2 november presidential election.  democrat challenger john kerry has criticised president george w bush s handling of the economy  pointing to a net loss of over 800 000 jobs since mr bush took office. analysts said the economy was still not growing fast enough to stimulate large-scale job creation.  it s a pretty good growth rate  but it may not be good enough to create enough jobs   said robert brusca  chief economist at fact and opinion economics in new york. however  president bush is expected to point to commerce department figures showing that consumer spending grew at 4.6% in the third quarter  up from just 1.6% in the second  as evidence that his policies are generating solid growth. consumer spending accounts for about two thirds of all economic activity in the us.  the weaker than expected growth figure makes it less likely that the us federal reserve will raise interest rates next month  economists said.  the economy regained some traction in the third quarter  but the growth is not robust   ag edwards  thayer.  i think that means the fed can take its time raising rates. we ll probably see one more rate hike before the end of the year.  in an effort to pre-empt rising inflation  the federal reserve has pushed through three quarter-point rate rises since june this year  taking borrowing costs to 1.75%. on the financial markets  the dollar fell slightly against the euro and the yen  while the dow jones index of leading us shares was little changed.,business
238,brewers  profits lose their fizz heineken and carlsberg  two of the world s largest brewers  have reported falling profits after beer sales in western europe fell flat.  dutch firm heineken saw its annual profits drop 33% and warned that earnings in 2005 may also slide. danish brewer carlsberg suffered a 3% fall in profits due to waning demand and increased marketing costs. both are looking to russia and china to provide future growth as western european markets are largely mature.  heineken s net income fell to 537m euros ($701m; £371m) during 2004  from 798m euro a year ago. it blamed weak demand in western europe and currency losses. it had warned in september that the weakening us dollar  which has cut the value of foreign sales  would knock 125m euros off its operating profits. despite the dip in profits  heineken s sales have been improving and total revenue for the year was 10bn euros  up 8.1% from 9.26bn euros in 2003. heineken said it now plans to invest 100m euros in  aggressive  and  high-impact  marketing in europe and the us in 2005. heineken  which also owns the amstel and murphy s stout brands  said it would also seek to cut costs. this may involve closing down breweries.  heineken increased its dividend payment by 25% to 40 euro cents  but warned that the continued impact of a weaker dollar and an increased marketing spend may lead to a drop in 2005 net profit.  carlsberg  the world s fifth-largest brewer  saw annual pre-tax profits fall to 3.4bn danish kroner (456m euros). its beer sales have been affected by the sluggish european economy and by the banning of smoking in pubs in several european countries. nevertheless  total sales increased 4% to 36bn kroner  thanks to strong sales of carlsberg lager in russia and poland. carlsberg is more optimistic than heineken about 2005  projecting a 15% rise in net profits for the year. however  it also plans to cut 200 jobs in sweden  where sales have been hit by demand for cheap  imported brands.  we remain cautious about the medium-to-long term outlook for revenue growth across western europe for a host of economic  social and structural reasons   investment bank merrill lynch said of carlsberg.,business
239,s&n extends indian beer venture the uk s biggest brewer  scottish and newcastle (s&n)  is to buy 37.5% of india s united breweries in a deal worth 4.66bn rupees ($106m:£54.6m).  s&n will buy a 17.5% equity stake in united  maker of the well-known kingfisher lager brand  and make a public offer to buy another 20% stake. a similar holding will be controlled by vijay mallya  chair of the indian firm. the deal was a  natural development  of its joint venture with united  said tony froggatt  s&n s chief executive.  its top brands include newcastle brown ale  foster s  john smith s  strongbow and kronenbourg. in 2002 s&n and united agreed to form a strategic partnership  one that would include a joint venture business and a uk investment in the indian brewer. the joint venture was established in may 2003. with both parties having a 40% stake in the venture - millennium alcobev. millennium alcobev will now be merged with united  which expects post-merger to have about half of india s beer market.  india  with a population of more than one billion  consumes about 1.2 billion bottles of beer every year. kingfisher has market share of about 29%. in addition to the equity stake s&n is to invest 2.47bn rupees in united through non-convertible redeemable preference shares. meanwhile  united s budget airline  kingfisher airlines  is to buy 10 a320 aircraft from airbus and has the option to buy 20 more aircraft in a deal worth up to $1.8bn. the airline  the brainchild of mr mallya  expects to start its operations by the end of april. the new airline would break even in the very first year of operation  mr mallya said.,business
240,concerns over windows atms cash machine networks could soon be more susceptible to computer viruses  a security firm has warned.  the warning is being issued because many banks are starting to use the windows operating system in machines. already there have been four incidents in which windows viruses have disrupted networks of cash machines running the microsoft operating system. but banking experts say the danger is being overplayed and that the risks of infection and disruption are small.  for many years the venerable ibm operating system  known as os/2  has been the staple software used to power many of the 1.4m cash machines in operation around the world. but ibm will end support for os/2 in 2006 which is forcing banks to look for alternatives. there are also other pressures making banks turn to windows said dominic hirsch  managing director of financial analysis firm retail banking research.  he said many cash machines will also have to be upgraded to make full use of the new europay  mastercard and visa credit cards that use computer chips instead of magnetic stripes to store data. us laws that demand disabled people get equal access to information will also force banks to make their cash machines more versatile and able to present information in different ways. todd thiemann  spokesman for anti-virus firm trend micro  said the move to windows in cash machines was not without risks. mr thiemann said research by the towergroup showed that 70% of new cash machines being installed were windows based.  already  he said  there have been four incidents in which cash machines have been unavailable for hours due to viruses affecting the network of the bank that owns them.  in january 2003 the slammer worm knocked out 13 000 cash machines of the bank of america and many of those operated by the canadian imperial bank of commerce. in august of the same year  cash machines of two un-named banks were put out of action for hours following an infection by the welchia worm. incidents like this happen  said mr thiemann  because when banks start using windows cash machines they also change the networking technology used to link the devices to their back office computers. this often means that all the cash machines and computers in a bank share the same data network.  this could mean that cash machines get caught up in the viruses that are going around because they have a common transmission system   he said.  banks need to consider protection as part of the investment to maintain the security of that network   mr thiemann told bbc news online.  but mr hirsch from retail banking research said the number of cash machines actually at risk was low because so few were upgraded every year.  currently  he said  a cash machine has a lifetime of up to 10 years which means that only about 10% of all atms get swapped for a newer model every year.  windows cash machines have been around for several years   he said.  most banks simply upgrade as part of their usual replacement cycle.   in theory there is a bigger threat with windows than os/2   he said   but i do not think that the banks are hugely concerned at the moment.   it s pretty unusual to hear about virus problems with atms   he said. the many different security systems built-in to cash machines meant there was no chance that a virus could cause them to start spitting out cash spontaneously  he said. banks were more likely to be worried about internal networks being overwhelmed by worms and viruses and customers not being able to get cash out at all  he added. a spokesman for the association of payment and clearing services (apacs) which represents the uk s payments industry said the risk from viruses was minimal.  there s no concern that there s going to be any type of virus hitting the uk networks   he said. risks of infection were small because the data networks that connect uk cash machines together and the operators of the atms themselves were a much smaller and tightly-knit community than in the us where viruses have struck.,tech
241,retail sales show festive fervour uk retail sales were better than expected in november as christmas shoppers began their seasonal flock to the high street  figures show.  the office for national statistics (ons) said retail sales rose 0.6% on the month and 6.1% on the year. but the figures  along with this week s inflation report  could trigger another interest rate rise in the new year. however  recent data from the british retail consortium showed a 0.2% slip in high street sales during november.  the ons data confounded analyst expectations. many had expected sales to fall slightly in november as shoppers put off buying christmas presents until december. however  retailers  attempts to draw in the crowds may be behind november s unexpected rise in sales  they say. aggressive tactics  such as one-day discount sales adopted by stores such as marks & spencer  appear to have paid off.  price discounting has certainly accounted for much of this because the value of retail sales hasn t grown as much as volumes   said investec economist david page. the figures sparked a rally for sterling as the data supported the view that it is too early to assume that base rates have peaked.,business
245,swiss cement firm in buying spree swiss cement firm holcim has bid $800m (£429m) to buy two indian cement firms and a holding company in the country.  it plans to buy associated cement companies (acc)  ambuja cement eastern and the holding firm  ambuja cement india ltd  a holcim statement said. shares in acc fell 5.5% as investors  who thought the offer was underpriced  decided to sell. meanwhile  uk-based firm aggregate industries said it had agreed a £1.8bn takeover by holcim.  the deal with aggregates will give holcim  the world s second-biggest cement maker  an entry into the uk market and boost its presence in the us. peter tom  who will remain as aggregate chief executive  said the 138p a share offer provided  significant value  for shareholders. the markfield  leicestershire-based company runs 142 quarries in the uk and the us. it also has 164 ready-mixed concrete plants  90 asphalt plants and 32 pre-cast concrete factories.  if the indian deals go ahead  it will give holcim a major presence in the world s fastest-growing market behind china. acc is india s second-largest cement maker with an annual capacity of 18.2 million tonnes and a market share of 13%.  holcim is looking to buy it (acc) very cheap   said kk mittal  a fund manager with escorts mutual fund in new delhi.  the market is not impressed. if they want a substantial chunk  then they should be paying a premium over the market price.  shares in holcim rose by 2.3% on thursday following news of the takeover.,business
246,o connell rejects lions rumours ireland and munster lock paul o connell has dismissed media reports linking him to the captaincy of the lions tour to new zealand this summer.  o connell is rumoured to be among the front-runners for the job  but says he is totally focused on sunday s six nations crunch clash with england.  i honestly don t think about these reports   he told bbc sport.  the lions thing is all speculation and newspaper talk  nothing more. i just ignore it and get on with my job.  he added:  the only thing that annoys me after reading some reports is what the opposition locks think.  i can just imagine them saying  i m going to show this guy what s what about second row play . that s the one thing that makes me cringe.  o connell  who made a try-scoring international debut against wales two years ago  is enjoying his meteoric rise into rugby s shop window - but refuses to be drawn on the lions.   i have spoken to sir clive woodward a few times  but not for very long  certainly nothing about summer holidays   he joked. he also said he remains wary of wounded england s abilities coming into sunday s game after two straight defeats  dismissing predictions of a certain irish victory.  it s very dangerous to think that. this england team has so much experience and skill. you do not become a bad team overnight.  they have two world class game-breakers in josh lewsey and jason robinson  while charlie hodgson is just ready to click into place.  he insisted ireland will not make the mistake of being over-confident.  that s not going to happen in our squad. no ireland team lining up to play england will ever fall into that trap   he said.  every time we play england we know what a big task it is. look at what they did to us two years ago. i remember that game all too well  and it was not a good feeling.  i came on as a replacement and we were losing 13-6  and ended up getting hammered 42-6  so i know what can happen when england come to dublin.  they could so easily have been coming to dublin with two wins and staring a grand slam in the face as well.,sport
247,pupils to get anti-piracy lessons lessons on music piracy and copyright issues are to be taught to secondary school pupils in the uk.  the lessons  aimed at 11 to 14-year-olds  will introduce them to copyright - including the issues of downloading from the internet and the illegal copying of cds - and its role in protecting creativity.  music piracy  including illegally swapping music online  costs the uk music industry millions every year and has been blamed for a decline in world-wide cd sales. british music rights (bmr) - which was formed to represent the interests of songwriters and composers - worked with education experts to put together a learning pack.  songwriter guy chambers  who has worked with stars including robbie williams  has thrown his support behind the scheme. he said as well as educating children about music piracy  it would also protect young people planning a career in the music industry from  unscrupulous  individuals. at a debate in london to launch the scheme  chambers said:  i think it is important that young people receive practical and engaging learning in schools.  these lessons will give them an insight into how the creative industries work which will help them in possible future careers.  the education pack  which has already been requested by more than 1 600 secondary schools  is aimed at giving children an understanding of copyright in relation to the music industry. it will also teach children about the importance of royalties and raises awareness of different careers in the music industry  particularly in the digital age.  henri yoxall  general manager of british music rights  told bbc news schools had been crying out for a resource to help them educate pupils about the issues. the scheme - which is an extension of bmr s respect the value of music campaign - is also being backed by singer-songwriters feargal sharkey  lucie silvas and grammy award-winning composer david arnold. silvas said:  i think it is so important that students gain an understanding of how the music industry works when they are at a young age.  i wish i had been given an opportunity like this when i was at school.  emma pike  director general of british music rights  said:  we believe that copyright is an essential part of teaching music in schools. it is vital that the creatives of the future know how to turn their ideas into value.  copyright education has always been important... creatives are facing more challenges and more opportunities from technological change.  technology is allowing people to create music and distribute their music to the public in a whole host of new ways.,entertainment
248,steady job growth continues in us the us created fewer jobs than expected in december  but analysts said that the dip in hiring was not enough to derail the world s biggest economy.  according to labor department figures  157 000 new jobs were added last month. that took 2004 s total to 2.2 million  the best showing in five years. job creation was one of last year s main concerns for the us economy. while worries still remain  the conditions are set for steady growth in 2005  analysts said. the unemployment rate stayed at 5.4% in december  and about 200 000 jobs will need to be created each month if that figure is to drop.   it was a respectable report   said michael moran  analyst at daiwa securities.   payroll growth in december was a little lighter than the consensus forecast  but we had upward revisions to the prior two months and an increase in manufacturing employment.   manufacturing is a cyclical area of the economy and if it s showing job growth  it s a good indication that the economy is on a solid growth track.  that means that the federal reserve is likely to continue its policy of raising interest rates. the fed lifted borrowing costs five times last year to 2.25%  citing evidence the us economic recovery was becoming more robust.  job creation was one of last year s main concerns for the us economy  and proved to be a main topic of debate in the us presidential election. while demand for workers is far from booming  the conditions are set for steady growth.  overall  compared to the previous year it looks great  it just keeps going stronger and stronger and i expect that to be the case  in 2005  said kurt karl  economist at swiss re in new york. meanwhile  economists cautioned against reading too much into data from the federal reserve showing an unexpected $8.7bn drop in consumer debt in november. a fall in consumer spending  which makes up about two-thirds of all us economic activity  could help limit the extent of any future interest rate rises. but economists said there could be a number of reasons for a fall in the borrowing  which include credit cards and personal loans  while noting that such figures can vary on a month-to-month basis.,business
249,boeing unveils new 777 aircraft us aircraft firm boeing has unveiled its new long-distance 777 plane  as it tries to regain its position as the industry s leading manufacturer.  the 777-200lr will be capable of flying almost 11 000 miles non-stop  linking cities such as london and sydney. boeing  in contrast to european rival airbus  hopes airlines will want to fly smaller aircraft over longer distances. airbus  which overtook boeing as the number one civilian planemaker in 2003  is focusing on so-called super jumbos.  analysts are divided over which approach is best and say that this latest tussle between boeing and airbus may prove to be a defining moment for the airline industry. boeing plans to offer twin-engine planes that are able to fly direct to many of the world s airports  getting rid of the need for connecting flights.  it is banking on smaller  slimmer planes such as the 777-200lr and its much-anticipated 787 dreamliner plane  which is set to take to the skies in 2008. the 777-200lr  which had its launch delayed by the 11 september attacks in the us  is the fifth variation of boeing s twin-aisle 777 plane. the company offically  rolled-out  the new 777 in seattle at 2200 gmt. better fuel efficiency from engines made by ge and lighter materials mean that the plane can connect almost any two cities worldwide.   boeing has the latest variant in a very successful line of airplanes and there is no doubt it will continue to be very successful   said david learmount  operations and safety editor at industry magazine flight international. but the 777-200lr  is a niche player   mr learmount continued  adding that reach was not the only criteria airlines used when picking their aircraft. mr learmount pointed out that the 777-200lr has been on the market for a couple of years and only had limited success at attracting orders. he also said that while the plane may be able to fly to sydney from london in one hit  prevailing winds meant that it would have to stop somewhere on the return journey.  for airbus  the future is big - it is pinning its hopes on planes that can carry as many as 840 people between large hub airports. from there  passengers would be ferried to their final destinations by smaller planes. airbus is also keeping its options open and plans to compete in all the main categories of aircraft. it has been producing a rival to boeing s 777 line for more than a year.  airbus is now where boeing was a few years ago  with its product range  said flight international s mr learmount.  both boeing and airbus have been taking orders for their new planes. boeing said it expected to sell about 500 of its 777-200lr planes over the next 20 years. it already has orders from pakistan international airlines and eva of taiwan. these orders should help underpin the company s profits. boeing said earnings during the last three months of 2004 dropped by 84% because of costs relating to stopping production of its smallest airliner  the 717  and the cancellation of a us air force 767 tanker contract. net profit was $186m (£98m; 143m euros) in the quarter  compared with $1.13bn in the same period in 2003.,business
250,keanu reeves given hollywood star actor keanu reeves  best known for his role in the matrix movies  has been awarded a star on the prestigious hollywood walk of fame.  the 40-year-old attended the unveiling of the star with his mother  patricia  and thanked her for inspiring him to become an actor.  when i was 15 years old i asked my mom if it was ok to be an actor   reeves said.  she said:  whatever you want .  his star is the 2 277th to be embedded in the pavement on hollywood boulevard.  the actor  who was born in the lebanese capital beirut  also spoke of how he dropped out of school to pursue an acting career.  hollywood was calling   he said   so i got in my car  a 1969 british racing green volvo with holes in the floor and bricks holding up the seats. i was a young man full of hopes and dreams.  reeves first found fame in the teen comedy bill and ted s excellent adventure  and went on to combine such blockbusters as speed  the devil s advocate and the matrix series  with smaller films including my own private idaho. more recently he was seen in something s gotta give alongside jack nicholson and diane keaton. his next film  the supernatural thriller constantine  is released in the us later this month and opens in the uk in march.,entertainment
251,wenger handed summer war chest arsenal boss arsene wenger has been guaranteed transfer funds to boost his squad the summer.  the club s managing director  keith edelman  stressed that the development of their new £350m stadium had no affect on wenger s spending power.  the money is there. don t worry we ve got it   edelman told bbc sport.  hopefully  we ll spend it this summer and in the coming years. arsene attends all our board meetings and he knows our finances are very strong.   edelman added that it was pointless having a brand new stadium if the team did not match the surroundings.  its great to have nice  new surroundings  but if the team aren t performing on the pitch  then there isn t great respect in having a fabulous stadium   he said.  it s important that we had sufficient funds for our team in place  before we began on the stadium.,sport
252,federer joins all-time greats the last year has seen one player dominate men s tennis  and one country dominate the women s game.  roger federer became the first man since mats wilander in 1988 to win three grand slams in one season. and after anastasia myskina became the first russian woman to win a grand slam at the french open  two more followed at wimbledon and the us open. meanwhile  briton tim henman enjoyed his best year  while greg rusedski fought back superbly from adversity. federer began the year as world number one and holder of the wimbledon and masters cup titles  and set about conquering new ground. the swiss sounded warning of the dominance to come at the australian open.  he ripped through the draw before beating marat safin in the final. andy roddick was the only player to put up any real resistance at wimbledon  and federer s performance against lleyton hewitt in the us open final was breathtaking. federer again got the better of hewitt in the season-ending masters cup. his victory in houston proved to be his 13th successive win in a final  an open era record. the only major let-down was a third-round loss to gustavo kuerten at the french open  and roland garros will be his main target in 2005.  there was also a surprise loss to the unheralded tomas berdych at the olympic games  which saw chile dominate as nicoals massu took the singles and then paired up with fernando gonzaelz to win doubles gold. another major trophy that looks beyond federer is the davis cup  which was won by spain in a 3-2 home success over the usa in seville. roddick struggled on the clay  losing to rafael nadal on the opening day before going down to carlos moya in the all-important fourth rubber.  henman broke new ground by reaching the semis on clay at the french open - a stunning effort - and also at the us open. a quarter-final defeat to mario ancic at wimbledon was disappointing for the limp manner of the briton s defeat  but he remains optimistic of going further next year.  british number two rusedski endured a rollercoaster year  returning to the circuit after being cleared of a doping offence in march. with his ranking down at 168  many feared the 31-year-old s career was over  but he battled back in the second half of the season to re-enter the top 50. the russian women finally delivered on their long-recognised promise in 2004  with myskina  maria sharapova and svetlana kuznetsova winning grand slams  before taking the season-ending fed cup. but while the young russians were on the way up  it was a different story for the belgians and the williams sisters. only veteran lindsay davenport held the new wave at bay  a stunning run of form after wimbledon taking her to number one ahead of amelie mauresmo  whose grand slam drought goes on. the year started in regulation fashion as justine henin-hardenne beat compatriot kim clijsters at the australian open.  a virus ruined the rest of henin-hardenne s year  although she was fit enough to win olympic gold  but clijsters had an even more miserable 2004. she suffered a serious wrist injury and then announced the end of her relationship with lleyton hewitt  and will be happy to see the year end. in their absence  myskina thrashed elena dementieva in a historic  but woeful  all-russian final at the french open. wimbledon was a more refreshing affair as sharapova captivated sw19  showing nerves of steel as she battled past davenport and serena williams to take the title.  davenport was a strong favourite for the us open but  hampered by injury  lost to the powerful and unflappable kuznetsova in the semis. kuznetsova went on to give dementieva another grand slam final thrashing  with the latter s wayward serve becoming one of the talking points of the year. with the russians still improving  the likes of henin-hardenne  clijsters  davenport  mauresmo  venus and serena will need to be fully fit and motivated in 2005. and it may take their compatriot safin to challenge federer on the men s side.,sport
253,ukip candidate suspended in probe eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane should be killed.  john houston  54  was due to stand in the east kilbride seat in lanarkshire at the next election. but he was suspended after his reported views  including the return of the british empire  were sent to two scottish newspapers. ukip spokesman mark croucher said those who selected mr houston knew nothing of his views. the episode comes at a difficult time for ukip  soon after the high-profile departure of mep robert kilroy-silk. mr houston is alleged to have said that the organs of the criminally insane should be  made available to law-abiding members of the community  and proposed the legalisation of drugs and the sex trade. the document reportedly said:  we re looking for the resurrection of the british empire.  the problems for the human race - environmental and others - can only be dealt with on a global scale  and that calls for a radical alliance of the english-speaking nations  which they are uniquely able to do.  mr croucher said the main issue would be that mr houston s reported views had been presented as ukip policy  which they were not. he said they might have been submissions to a committee working on the party s manifesto  but would not have been matched to mr houston when he was standing to become a candidate. he told bbc news:  he appears to have said these things. we have suspended him as a member and as a candidate.  by all accounts none of this was mentioned at his selection meeting.  it is simply a distraction from the task in hand  the eu constitution  not individual idiocies.  mr houston was quoted in the herald newspaper saying:  i feel ukip have over-reacted and overshot the runway.   peter nielson  who is ukip scotland chairman  said he had suspended mr houston on friday night.  he will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken.  he said that any evidence would be looked into and mr houston may be interviewed by the party. he added:  i can t comment too much at the moment  i have one version from him but i haven t seen the papers yet.,politics
254,first look at playstation 3 chip some details of the chip inside sony s playstation 3 have been revealed.  sony  ibm and toshiba have released limited data about the so-called cell chip that will be able to carry out trillions of calculations per second. the chip will be made of several different processing cores that work on tasks together. the playstation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch.  the three firms have been working on the chip since 2001 but before now few details have been released about how it might function. in a joint statement the three firms gave hints about how the chip will work but fuller details will be released in february next year at the international solid state circuits conference in san francisco.  the three firms claim that the cell chip will be up to 10 times more powerful than existing processors. when put inside powerful computer servers  the cell consortium expects it to be capable of handling 16 trillion floating point operations  or calculations  every second. the chip has also been refined to be able to handle the detailed graphics common in games and the data demands of films and broadband media. ibm said it would start producing the chip in early 2005 at manufacturing plants in the us. the first machines off the line using the cell processor will be computer workstations and servers. a working version of the ps3 is due to be shown off in may 2005 but a full launch of the next generation console is not expected to start until 2006. as well as being inside the playstation 3  the chip will also be used inside high-definition tvs and powerful computers.  in the future  all forms of digital content will be converged and fused onto the broadband network   said ken kutaragi  chief operating officer of sony.  current pc architecture is nearing its limits.,tech
255,crucial decision on super-casinos a decision on whether to allow westminster to legislate on super-casinos is set to be made by the scottish parliament.  the government has plans for up to eight las vegas style resorts in the uk  one of which is likely to be in glasgow. scottish ministers insist they will still have the final say on whether a super-casino will be built in scotland. but opposition parties say that will not happen in practice. the vote is due to be taken on wednesday and is expected to be close.  the scottish executive believes that the legislation should be handled by westminster. the new law will control internet gambling for the first time and is aimed at preventing children from becoming involved. a super-casino in glasgow could be located at ibrox or the scottish exhibition and conference centre. the new gambling bill going through westminster will allow casino complexes to open to the public  have live entertainment and large numbers of fruit machines with unlimited prizes. but the scottish national party and the tories say the issue of super-casinos should be decided in scotland and believe the executive is shirking its responsibility.,politics
